ID,RESOLUTION,CHM,CHD,IFN,IRN,OPN,SMQ,SCOH,SCOP,CMQ,CCOH,CCOP,SERVICES,K,NMI,NMI_filtered,penalty_swm,penalty_mean,score_swm,penalty_rel_swm,H_global,n_clusters
04_03_11_50_10_199828,0.4,0.5769704478528008,0.2687461394814336,1.25,53.0,71.0,0.3398809523809524,0.4261904761904762,0.0863095238095238,0.4222222222222221,0.438095238095238,0.0158730158730158,7,20,0.6132592116142197,0.6278355061061058,0.4600235224525891,0.4380901829374872,0.539976477547411,0.4892934358936748,0.9401792231534327,7.0
04_03_11_50_10_205335,0.4,0.5655479242979242,0.3156415643180349,1.25,53.0,71.0,0.3345238095238095,0.419047619047619,0.0845238095238095,0.4126984126984127,0.4285714285714285,0.0158730158730158,7,20,0.5666523329951224,0.6278355061061058,0.4948050737024215,0.4726160180648242,0.5051949262975786,0.5262880326612702,0.9401792231534328,7.0
04_03_11_50_10_211329,0.5,0.5655479242979242,0.3156415643180349,1.25,53.0,71.0,0.3345238095238095,0.419047619047619,0.0845238095238095,0.4126984126984127,0.4285714285714285,0.0158730158730158,7,20,0.5666523329951224,0.6278355061061058,0.4948050737024215,0.4726160180648242,0.5051949262975786,0.5262880326612702,0.9401792231534328,7.0
04_03_11_50_10_217328,0.5,0.5655479242979242,0.3156415643180349,1.25,53.0,71.0,0.3345238095238095,0.419047619047619,0.0845238095238095,0.4126984126984127,0.4285714285714285,0.0158730158730158,7,20,0.5666523329951224,0.6278355061061058,0.4948050737024215,0.4726160180648242,0.5051949262975786,0.5262880326612702,0.9401792231534328,7.0
04_03_11_50_10_250590,0.7,0.5769704478528008,0.2687461394814336,1.25,51.0,71.0,0.3298611111111111,0.4166666666666667,0.0868055555555555,0.4151927437641723,0.4333333333333333,0.0181405895691609,7,20,0.6516886502639571,0.7116956562426583,0.42334445350308014,0.41760999250930403,0.5766555464969199,0.4502805880810157,0.9401792231534327,7.0
04_03_10_51_28_280328,0.3,0.6466773683832507,0.2616635782518136,1.0,57.0,71.0,0.2711226851851852,0.3537037037037037,0.0825810185185185,0.7049382716049383,0.7111111111111111,0.0061728395061728,9,5,0.6724285620080179,0.6915540320252039,0.3759721045930273,0.3653025327913711,0.6240278954069727,0.39989407905865887,0.9401792231534327,9.0
04_03_10_51_28_285757,0.3,0.5769704478528008,0.2687461394814336,1.25,57.0,71.0,0.2677827380952381,0.3666666666666667,0.0988839285714285,0.6035714285714286,0.6125,0.0089285714285714,8,5,0.6343657134100581,0.6915540320252039,0.4176515796083002,0.39384061280168486,0.5823484203916998,0.44422549373880543,0.9401792231534327,8.0
04_03_10_51_28_290613,0.3,0.569574534942182,0.3046304932229302,1.25,62.0,71.0,0.2629464285714286,0.4020833333333333,0.1391369047619048,0.5481292517006802,0.5583333333333332,0.010204081632653,8,5,0.6478564742439418,0.6903721866005309,0.40845700781511346,0.41724290022386173,0.5915429921848865,0.43444589899053243,0.9401792231534327,8.0
04_03_10_51_28_294894,0.4,0.5769704478528008,0.2687461394814336,1.25,54.0,71.0,0.2973214285714286,0.4119047619047619,0.1145833333333333,0.5507936507936508,0.5666666666666667,0.0158730158730158,7,5,0.6516886502639571,0.7116956562426583,0.4211087576188201,0.4130416473945419,0.5788912423811798,0.4479026415903866,0.9401792231534327,7.0
04_03_10_51_28_299163,0.4,0.5769704478528008,0.2687461394814336,1.25,54.0,71.0,0.2973214285714286,0.4119047619047619,0.1145833333333333,0.5507936507936508,0.5666666666666667,0.0158730158730158,7,5,0.6516886502639571,0.7116956562426583,0.4211087576188201,0.4130416473945419,0.5788912423811798,0.4479026415903866,0.9401792231534327,7.0
