ID,pen_data
04_03_17_54_20_150426,1.730193395365809
04_03_17_54_20_155435,0.9208021650550386
04_03_17_54_20_160334,0.9208021650550386
04_03_17_54_20_165448,1.730193395365809
04_03_17_54_20_170984,1.30109286626528
04_03_17_54_20_176159,1.30109286626528
04_03_17_54_20_181502,1.30109286626528
04_03_17_54_20_186603,1.30109286626528
04_03_17_54_20_191861,1.30109286626528
04_03_17_54_20_197040,1.30109286626528
04_03_17_54_20_202063,1.30109286626528
04_03_17_54_20_207283,1.30109286626528
04_03_17_54_20_212632,1.30109286626528
04_03_17_54_20_217874,1.730193395365809
04_03_17_54_20_229441,1.730193395365809
04_03_17_54_20_240991,1.8112251413975553
04_03_17_54_20_247080,1.730193395365809
04_03_17_54_20_252595,1.730193395365809
04_03_17_57_36_160418,0.9208021650550386
04_03_17_57_36_175608,1.30109286626528
04_03_17_57_36_189186,0.9208021650550386
04_03_17_57_36_197533,1.30109286626528
04_03_17_57_36_225259,1.30109286626528
04_03_17_57_36_244945,0.9208021650550386
04_03_17_57_36_261459,1.30109286626528
04_03_17_57_36_268339,1.30109286626528
04_03_17_57_36_282690,1.3019197437300885
04_03_17_57_36_302788,0.9208021650550386
04_03_18_00_12_111294,0.9545320197044335
04_03_18_00_12_116297,0.04487179487179487
04_03_18_00_12_121684,1.371992337164751
04_03_18_00_12_126730,0.14942528735632182
04_03_18_00_12_131495,0.9545320197044335
04_03_18_00_12_136530,0.4339080459770115
04_03_18_00_12_141206,0.14942528735632182
04_03_18_00_12_146157,0.9545320197044335
04_03_18_00_12_151099,0.14942528735632182
04_03_18_00_12_155776,0.9208021650550386
04_03_18_00_12_160949,0.9545320197044335
04_03_18_00_12_166377,0.9545320197044335
04_03_18_00_12_170975,0.14942528735632182
04_03_18_00_12_176117,1.371992337164751
04_03_18_00_12_181171,1.371992337164751
04_03_18_00_12_186653,0.9208021650550386
04_03_18_00_12_192087,0.9208021650550386
04_03_18_00_12_197227,1.371992337164751
04_03_18_00_12_203346,0.9208021650550386
04_03_18_00_12_207957,1.371992337164751
04_03_18_00_12_213741,0.9208021650550386
04_03_18_00_12_220183,0.9571778264307
04_03_18_02_02_826045,0.25666666666666665
04_03_18_02_02_831359,0.9208021650550386
04_03_18_02_02_836089,0.8459012252115701
04_03_18_02_02_841347,0.4339080459770115
04_03_18_02_02_846283,0.14942528735632182
04_03_18_02_02_850690,0.04212454212454212
04_03_18_02_02_855472,0.9208021650550386
04_03_18_02_02_860019,0.9208021650550386
04_03_18_02_02_864637,0.9208021650550386
04_03_18_02_02_869340,0.9208021650550386
04_03_18_02_02_874018,0.4339080459770115
04_03_18_02_02_878534,0.4339080459770115
04_03_18_02_02_883650,0.9208021650550386
04_03_18_02_02_889265,1.8022502736726875
04_03_18_02_02_894887,0.4339080459770115
04_03_18_02_02_900615,1.3019197437300885
04_03_18_02_02_905963,1.8022502736726875
04_03_18_02_02_910939,1.30109286626528
04_03_18_02_02_915749,1.8022502736726875
04_03_18_02_02_921806,1.8022502736726875
04_03_18_02_02_932844,0.9208021650550386
04_03_18_02_02_938587,0.9208021650550386
04_03_18_03_51_955242,0.08045977011494253
04_03_18_03_51_959781,1.730193395365809
04_03_18_03_51_964981,0.25666666666666665
04_03_18_03_51_969715,0.14942528735632182
04_03_18_03_51_974551,0.5116379310344827
04_03_18_03_51_982413,0.04212454212454212
04_03_18_03_51_988805,0.4339080459770115
04_03_18_03_51_993300,0.14942528735632182
04_03_18_03_51_997303,0.14942528735632182
04_03_18_03_52_011567,0.4339080459770115
04_03_18_03_52_016931,1.730193395365809
04_03_18_03_52_021953,0.4339080459770115
04_03_18_03_52_027038,0.4339080459770115
04_03_18_03_52_031580,1.730193395365809
04_03_18_03_52_037178,1.730193395365809
04_03_18_03_52_042602,2.0591016167740306
04_03_18_03_52_047199,0.6438058748403576
04_03_18_03_52_053019,1.730193395365809
04_03_18_03_52_058557,1.4015076558180006
04_03_18_03_52_064424,0.716602809706258
04_03_18_03_52_070475,0.9571778264307
04_03_18_03_52_075982,0.716602809706258
